Protein_ID	Cancer Driver
FOXP1-233	Census, Compendium
DDB2-201	Census, Compendium
ACSL3-225	Census, Compendium
MYD88-208	Census, Compendium
DCAF12L2-201	Census, Compendium
SF3B1-202	Census, Compendium
GATA3-204	Census, Compendium
POLQ-201	Census, Compendium
TP53-203	Census, Compendium
FH-208	Census, Compendium
SETDB1-202	Census, Compendium
PDE4DIP-206	Census, Compendium
SRSF2-201	Census, Compendium
STAT3-249	Census, Compendium
ESR1-209	Census, Compendium
XPO1-203	Census, Compendium
SETBP1-206	Census, Compendium
STAT3-243	Census, Compendium
HNRNPA2B1-209	Census, Compendium
CACNA1D-211	Census, Compendium
NONO-208	Census, Compendium
DNAJB1-201	Census, Compendium
SPOP-203	Census, Compendium
DICER1-228	Census, Compendium
TNFAIP3-209	Census, Compendium
EXT2-208	Census, Compendium
IKBKB-215	Census, Compendium
SETBP1-205	Census, Compendium
MDM4-213	Census, Compendium
SETBP1-201	Census, Compendium
RBM15-203	Census, Compendium
CHEK2-207	Census, Compendium
ACVR2A-202	Census, Compendium
STAT5B-202	Census, Compendium
NFE2L2-203	Census, Compendium
FAM135B-201	Census, Compendium
ABL2-210	Census, Compendium
PTCH1-205	Census, Compendium
DDX3X-221	Census, Compendium
ERCC3-220	Census, Compendium
SMAD4-207	Census, Compendium
NFE2L2-206	Census, Compendium
TNC-202	Census, Compendium
STAG2-223	Census, Compendium
PRDM1-203	Census, Compendium
RGS7-216	Census, Compendium
TOP1-201	Census, Compendium
SMAD2-207	Census, Compendium
LPP-221	Census, Compendium
AFF3-202	Census, Compendium
FGFR1-221	Census, Compendium
FGFR1-238	Census, Compendium
CREBBP-201	Census, Compendium
PTPRK-206	Census, Compendium
HLA-A-216	Census, Compendium
CYLD-211	Census, Compendium
NF2-214	Census, Compendium
TNFAIP3-203	Census, Compendium
CHD4-236	Census, Compendium
CTNNB1-236	Census, Compendium
STIL-204	Census, Compendium
TNFAIP3-206	Census, Compendium
VAV1-207	Census, Compendium
CASP8-205	Census, Compendium
FOXP1-217	Census, Compendium
NKX2-1-204	Census, Compendium
USP8-201	Census, Compendium
SPOP-214	Census, Compendium
CCDC6-201	Census, Compendium
RAF1-238	Census, Compendium
NCOR1-229	Census, Compendium
ELL-201	Census, Compendium
HNRNPA2B1-227	Census, Compendium
DROSHA-211	Census, Compendium
CTNNB1-239	Census, Compendium
DDX3X-217	Census, Compendium
PLAG1-201	Census, Compendium
ERBB3-230	Census, Compendium
POT1-220	Census, Compendium
ABL2-202	Census, Compendium
IL6ST-223	Census, Compendium
KAT6A-205	Census, Compendium
SRSF2-202	Census, Compendium
PTPRK-205	Census, Compendium
HRAS-204	Census, Compendium
FGFR2-234	Census, Compendium
NF1-202	Census, Compendium
TAF15-209	Census, Compendium
MET-201	Census, Compendium
TGFBR2-202	Census, Compendium
PRDM1-208	Census, Compendium
NTRK1-211	Census, Compendium
XPO1-242	Census, Compendium
BIRC6-201	Census, Compendium
KDM5C-202	Census, Compendium
CDKN1A-202	Census, Compendium
ACVR1-217	Census, Compendium
CNOT3-201	Census, Compendium
ATRX-202	Census, Compendium
FANCA-215	Census, Compendium
IL6ST-222	Census, Compendium
CTNNB1-208	Census, Compendium
FGFR2-203	Census, Compendium
MDM4-216	Census, Compendium
FBXO11-215	Census, Compendium
ESR1-202	Census, Compendium
IL7R-209	Census, Compendium
EXT2-203	Census, Compendium
RALGDS-205	Census, Compendium
NFE2L2-252	Census, Compendium
KAT6A-203	Census, Compendium
EIF3E-245	Census, Compendium
MEN1-211	Census, Compendium
RGS7-203	Census, Compendium
SMARCB1-221	Census, Compendium
CRNKL1-205	Census, Compendium
DGCR8-201	Census, Compendium
ERBB4-201	Census, Compendium
CCND2-207	Census, Compendium
ERCC2-214	Census, Compendium
VAV1-201	Census, Compendium
GATA2-212	Census, Compendium
CTNNB1-238	Census, Compendium
FOXA1-203	Census, Compendium
ERBB3-228	Census, Compendium
CBL-205	Census, Compendium
NFE2L2-235	Census, Compendium
PABPC1-201	Census, Compendium
EPAS1-201	Census, Compendium
LRIG3-202	Census, Compendium
PMS2-254	Census, Compendium
CBL-203	Census, Compendium
AKT1-211	Census, Compendium
GLI1-203	Census, Compendium
PML-221	Census, Compendium
BCL2-207	Census, Compendium
CLTC-220	Census, Compendium
SGK1-201	Census, Compendium
DICER1-218	Census, Compendium
MAX-207	Census, Compendium
KMT2A-234	Census, Compendium
SMC1A-203	Census, Compendium
KIT-213	Census, Compendium
ACVR1-215	Census, Compendium
ELF3-201	Census, Compendium
SMARCA4-253	Census, Compendium
ATM-229	Census, Compendium
TSC1-205	Census, Compendium
PTPRC-209	Census, Compendium
AFF3-212	Census, Compendium
ERCC2-203	Census, Compendium
EZH2-216	Census, Compendium
PIK3R1-221	Census, Compendium
MEN1-208	Census, Compendium
NONO-201	Census, Compendium
NONO-222	Census, Compendium
CLTC-219	Census, Compendium
BTK-212	Census, Compendium
RANBP2-202	Census, Compendium
MAP2K4-201	Census, Compendium
ARID1B-220	Census, Compendium
FLT3-201	Census, Compendium
FAS-221	Census, Compendium
NUMA1-228	Census, Compendium
MAPK1-202	Census, Compendium
SMARCA4-243	Census, Compendium
KAT6B-232	Census, Compendium
TSC1-226	Census, Compendium
RAF1-259	Census, Compendium
GATA2-209	Census, Compendium
RAF1-262	Census, Compendium
HLA-A-204	Census, Compendium
SGK1-203	Census, Compendium
USP44-208	Census, Compendium
PTPRT-203	Census, Compendium
IL7R-201	Census, Compendium
POLD1-205	Census, Compendium
PMS2-268	Census, Compendium
TSC1-225	Census, Compendium
CTNNB1-255	Census, Compendium
FANCC-216	Census, Compendium
FOXP1-201	Census, Compendium
ACSL3-226	Census, Compendium
FGFR4-207	Census, Compendium
CDKN1A-203	Census, Compendium
ZEB1-207	Census, Compendium
BRD4-205	Census, Compendium
TSC2-241	Census, Compendium
FAS-208	Census, Compendium
U2AF1-201	Census, Compendium
NFE2L2-264	Census, Compendium
RUNX1T1-223	Census, Compendium
RBM10-201	Census, Compendium
HNRNPA2B1-208	Census, Compendium
KMT2A-222	Census, Compendium
ATM-235	Census, Compendium
ESR1-208	Census, Compendium
AKT1-209	Census, Compendium
PIK3CA-205	Census, Compendium
NOTCH2-201	Census, Compendium
STAT6-218	Census, Compendium
POT1-229	Census, Compendium
CLIP1-202	Census, Compendium
NCOR1-206	Census, Compendium
SMARCA4-233	Census, Compendium
STAG2-211	Census, Compendium
PTPN11-202	Census, Compendium
RHOA-203	Census, Compendium
PTPN13-202	Census, Compendium
PABPC1-210	Census, Compendium
PTPN13-204	Census, Compendium
STAT5B-201	Census, Compendium
TSC1-219	Census, Compendium
RAD21-215	Census, Compendium
MSN-211	Census, Compendium
NF1-211	Census, Compendium
EGFR-201	Census, Compendium
DNMT3A-202	Census, Compendium
CIC-201	Census, Compendium
FGFR4-216	Census, Compendium
STAT3-203	Census, Compendium
PIK3CB-214	Census, Compendium
TP53-205	Census, Compendium
TSC1-210	Census, Compendium
TP63-207	Census, Compendium
FGFR4-208	Census, Compendium
CHEK2-208	Census, Compendium
CLTC-210	Census, Compendium
USP9X-213	Census, Compendium
POT1-223	Census, Compendium
BIRC3-206	Census, Compendium
RAF1-219	Census, Compendium
MYH11-203	Census, Compendium
STAG2-202	Census, Compendium
CDKN2C-201	Census, Compendium
XPO1-249	Census, Compendium
NUMA1-204	Census, Compendium
USP8-205	Census, Compendium
LPP-203	Census, Compendium
CIITA-214	Census, Compendium
ACVR1-211	Census, Compendium
MET-202	Census, Compendium
ARHGEF12-201	Census, Compendium
CCND3-203	Census, Compendium
FGFR1-211	Census, Compendium
RAF1-256	Census, Compendium
AR-206	Census, Compendium
CDKN2C-202	Census, Compendium
KDM6A-215	Census, Compendium
TSC1-206	Census, Compendium
BRCA1-228	Census, Compendium
PTEN-209	Census, Compendium
ARHGEF10-204	Census, Compendium
CTNNB1-218	Census, Compendium
RARA-201	Census, Compendium
RAF1-246	Census, Compendium
HNRNPA2B1-212	Census, Compendium
POT1-228	Census, Compendium
CHD4-230	Census, Compendium
PDGFRA-208	Census, Compendium
USP9X-210	Census, Compendium
PRF1-202	Census, Compendium
ARHGEF10L-202	Census, Compendium
IDH1-204	Census, Compendium
CDH11-213	Census, Compendium
MDM2-232	Census, Compendium
PTPRK-204	Census, Compendium
PRDM2-202	Census, Compendium
HSP90AB1-203	Census, Compendium
RHOA-206	Census, Compendium
B2M-205	Census, Compendium
HNRNPA2B1-219	Census, Compendium
HNRNPA2B1-214	Census, Compendium
KAT6B-210	Census, Compendium
TP53-211	Census, Compendium
PIK3CB-204	Census, Compendium
HNRNPA2B1-238	Census, Compendium
EXT2-215	Census, Compendium
CASP8-206	Census, Compendium
EGFR-205	Census, Compendium
MAF-202	Census, Compendium
PMS2-222	Census, Compendium
NFE2L2-217	Census, Compendium
AKT1-201	Census, Compendium
IL6ST-206	Census, Compendium
GNAS-221	Census, Compendium
TCF7L2-210	Census, Compendium
TFG-201	Census, Compendium
BCL2-203	Census, Compendium
DICER1-209	Census, Compendium
SPEN-201	Census, Compendium
SPOP-201	Census, Compendium
NSD2-218	Census, Compendium
HNRNPA2B1-237	Census, Compendium
CASP8-209	Census, Compendium
PABPC1-228	Census, Compendium
UBR5-212	Census, Compendium
RAD21-206	Census, Compendium
FAT1-208	Census, Compendium
STAG2-205	Census, Compendium
AFF3-221	Census, Compendium
RHOA-202	Census, Compendium
SMAD4-202	Census, Compendium
HNRNPA2B1-233	Census, Compendium
SMARCB1-213	Census, Compendium
RUNX1T1-227	Census, Compendium
KAT6B-201	Census, Compendium
STAT3-247	Census, Compendium
VHL-201	Census, Compendium
GLI1-204	Census, Compendium
TFG-205	Census, Compendium
ESR1-201	Census, Compendium
CHEK2-206	Census, Compendium
EPHA7-217	Census, Compendium
ERCC3-215	Census, Compendium
MDM2-202	Census, Compendium
MAP2K1-214	Census, Compendium
MAX-206	Census, Compendium
NFE2L2-211	Census, Compendium
CACNA1D-201	Census, Compendium
FUBP1-203	Census, Compendium
NIN-205	Census, Compendium
PRKAR1A-204	Census, Compendium
FLT4-201	Census, Compendium
XPO1-219	Census, Compendium
STAT5B-211	Census, Compendium
ETV5-201	Census, Compendium
FGFR4-214	Census, Compendium
NBEA-203	Census, Compendium
RHOA-207	Census, Compendium
EXT2-220	Census, Compendium
FOXP1-238	Census, Compendium
XPO1-208	Census, Compendium
BCL9L-201	Census, Compendium
MDM4-203	Census, Compendium
DDX6-206	Census, Compendium
NSD2-206	Census, Compendium
PTPRT-202	Census, Compendium
MDM4-205	Census, Compendium
FANCC-202	Census, Compendium
DAXX-201	Census, Compendium
LPP-204	Census, Compendium
MSN-212	Census, Compendium
SETDB1-201	Census, Compendium
CTNNB1-234	Census, Compendium
EPHA7-207	Census, Compendium
CREBBP-202	Census, Compendium
FLT3-202	Census, Compendium
XPO1-207	Census, Compendium
ERBB4-202	Census, Compendium
BIRC6-215	Census, Compendium
TBL1XR1-239	Census, Compendium
LZTR1-221	Census, Compendium
BCOR-217	Census, Compendium
RET-204	Census, Compendium
STAT3-241	Census, Compendium
NF2-202	Census, Compendium
SF3B1-201	Census, Compendium
KAT6B-208	Census, Compendium
CIITA-205	Census, Compendium
MED12-247	Census, Compendium
EIF3E-251	Census, Compendium
CYLD-210	Census, Compendium
NFE2L2-223	Census, Compendium
PDE4DIP-202	Census, Compendium
TBL1XR1-214	Census, Compendium
SMO-201	Census, Compendium
FOXP1-232	Census, Compendium
PRDM1-202	Census, Compendium
TSC2-242	Census, Compendium
ACKR3-201	Census, Compendium
JAK1-222	Census, Compendium
FANCC-207	Census, Compendium
AKT1-214	Census, Compendium
STAT6-209	Census, Compendium
PRF1-201	Census, Compendium
MAP2K1-211	Census, Compendium
TFG-204	Census, Compendium
POT1-221	Census, Compendium
CYLD-202	Census, Compendium
PIK3R1-213	Census, Compendium
STK11-201	Census, Compendium
NUP214-201	Census, Compendium
CLTC-205	Census, Compendium
FGFR1-206	Census, Compendium
POLE-207	Census, Compendium
SMARCA4-247	Census, Compendium
BCOR-202	Census, Compendium
B2M-211	Census, Compendium
NTRK1-201	Census, Compendium
BRCA2-208	Census, Compendium
RUNX1T1-243	Census, Compendium
PTPN11-207	Census, Compendium
TNFRSF14-205	Census, Compendium
PIK3CA-201	Census, Compendium
NKX2-1-203	Census, Compendium
XPO1-202	Census, Compendium
TFG-217	Census, Compendium
PRRX1-202	Census, Compendium
NFE2L2-256	Census, Compendium
FAM135B-204	Census, Compendium
TFG-216	Census, Compendium
FLCN-201	Census, Compendium
BCL9L-205	Census, Compendium
MYC-213	Census, Compendium
MAP3K1-201	Census, Compendium
PSIP1-203	Census, Compendium
KDM6A-202	Census, Compendium
ATM-225	Census, Compendium
CHEK2-225	Census, Compendium
TRRAP-201	Census, Compendium
CTNNB1-241	Census, Compendium
FOXP1-202	Census, Compendium
JAK1-226	Census, Compendium
CAMTA1-208	Census, Compendium
NCOR1-210	Census, Compendium
JAK1-227	Census, Compendium
IL6ST-218	Census, Compendium
SUZ12-204	Census, Compendium
EWSR1-208	Census, Compendium
BCL9-203	Census, Compendium
FLT4-202	Census, Compendium
JAK1-208	Census, Compendium
TRIM24-201	Census, Compendium
CCND2-208	Census, Compendium
NFE2L2-236	Census, Compendium
PTPN11-205	Census, Compendium
ETV5-207	Census, Compendium
DGCR8-210	Census, Compendium
STAT6-225	Census, Compendium
MSN-207	Census, Compendium
TNFAIP3-202	Census, Compendium
NKX2-1-201	Census, Compendium
SETBP1-208	Census, Compendium
TSC2-202	Census, Compendium
ASXL1-202	Census, Compendium
JAK1-228	Census, Compendium
PTPN11-216	Census, Compendium
DICER1-210	Census, Compendium
LIFR-202	Census, Compendium
MYC-214	Census, Compendium
ACVR1-222	Census, Compendium
GNAQ-201	Census, Compendium
BRCA1-232	Census, Compendium
PHF6-205	Census, Compendium
PTPRK-218	Census, Compendium
MYO5A-204	Census, Compendium
FANCA-202	Census, Compendium
RNF213-201	Census, Compendium
FANCC-214	Census, Compendium
TP53-202	Census, Compendium
DDX3X-203	Census, Compendium
CPEB3-203	Census, Compendium
CCND1-201	Census, Compendium
ETV4-211	Census, Compendium
PTPRT-204	Census, Compendium
USP8-208	Census, Compendium
NUMA1-221	Census, Compendium
CLTC-217	Census, Compendium
BRCA2-214	Census, Compendium
POT1-203	Census, Compendium
PHF6-201	Census, Compendium
FUBP1-214	Census, Compendium
CTNNB1-249	Census, Compendium
USP9X-209	Census, Compendium
SH2B3-201	Census, Compendium
PML-205	Census, Compendium
POT1-216	Census, Compendium
PMS2-261	Census, Compendium
CDH10-201	Census, Compendium
FBXO11-202	Census, Compendium
PTPN11-212	Census, Compendium
SETDB1-220	Census, Compendium
ENST00000647725	Census, Compendium
GATA3-205	Census, Compendium
HLA-A-223	Census, Compendium
DDX3X-201	Census, Compendium
PTPN11-201	Census, Compendium
QKI-201	Census, Compendium
CHEK2-203	Census, Compendium
IRS4-202	Census, Compendium
MAX-212	Census, Compendium
FANCC-218	Census, Compendium
XPO1-231	Census, Compendium
NIN-209	Census, Compendium
VHL-204	Census, Compendium
AFF3-201	Census, Compendium
BCL2-209	Census, Compendium
CTNNB1-250	Census, Compendium
NFE2L2-205	Census, Compendium
ERG-207	Census, Compendium
BTK-209	Census, Compendium
PBRM1-212	Census, Compendium
CTCF-215	Census, Compendium
TET2-207	Census, Compendium
RGS7-202	Census, Compendium
JAK1-209	Census, Compendium
PMS2-260	Census, Compendium
SMARCA4-212	Census, Compendium
NPM1-201	Census, Compendium
NFE2L2-241	Census, Compendium
TFG-218	Census, Compendium
CTCF-201	Census, Compendium
MYO5A-222	Census, Compendium
NPM1-217	Census, Compendium
CDX2-201	Census, Compendium
BTK-218	Census, Compendium
BAX-204	Census
BAX-202	Census
BLM-213	Census
BLM-211	Census
BLM-212	Census
BLM-201	Census
DEK-212	Census
DEK-206	Census
DEK-211	Census
DEK-204	Census
DEK-207	Census
DEK-209	Census
EED-214	Census
EED-203	Census
EED-202	Census
EED-201	Census
EED-212	Census
EZR-202	Census
EZR-201	Census
FES-205	Census
FES-212	Census
FES-217	Census
FES-201	Census
FES-206	Census
FES-209	Census
FEV-201	Census
FUS-201	Census
FUS-210	Census
FUS-202	Census
HLF-201	Census
IL2-201	Census
ISX-202	Census
ISX-201	Census
ITK-202	Census
ITK-201	Census
JUN-203	Census
JUN-201	Census
JUN-202	Census
LCK-213	Census
LCK-202	Census
LCK-201	Census
LCK-205	Census
LYN-203	Census
LYN-202	Census
MN1-201	Census
MPL-202	Census
MPL-201	Census
MYB-221	Census
MYB-209	Census
MYB-216	Census
MYB-241	Census
MYB-231	Census
MYB-215	Census
MYB-202	Census
MYB-214	Census
MYB-218	Census
MYB-229	Census
MYB-205	Census
MYB-204	Census
MYB-203	Census
MYB-201	Census
NBN-232	Census
NBN-212	Census
NBN-213	Census
NBN-215	Census
NBN-231	Census
NBN-230	Census
NBN-226	Census
NBN-227	Census
NBN-229	Census
NBN-202	Census
NBN-201	Census
NBN-235	Census
NBN-228	Census
OMD-201	Census
REL-206	Census
REL-201	Census
SKI-201	Census
SRC-202	Census
SRC-212	Census
SRC-204	Census
SRC-214	Census
SRC-203	Census
SRC-213	Census
SRC-201	Census
SYK-201	Census
SYK-204	Census
TPR-201	Census
TPR-209	Census
XPA-201	Census
A1CF-207	Census
A1CF-201	Census
A1CF-202	Census
A1CF-206	Census
A1CF-205	Census
A1CF-204	Census
A1CF-203	Census
AFDN-203	Census
AFDN-207	Census
AFDN-211	Census
AFDN-205	Census
AFDN-202	Census
AFDN-201	Census
AFDN-223	Census
AFDN-222	Census
AFF4-204	Census
AFF4-201	Census
AKT2-207	Census
AKT2-209	Census
AKT2-206	Census
AKT2-212	Census
AKT2-208	Census
AKT2-214	Census
AKT2-236	Census
AKT2-219	Census
AKT2-241	Census
AKT2-229	Census
AKT2-211	Census
AKT2-205	Census
AKT2-239	Census
AKT2-244	Census
AKT2-213	Census
ANK1-205	Census
ANK1-216	Census
ANK1-215	Census
ANK1-201	Census
ANK1-202	Census
ARNT-204	Census
ARNT-212	Census
ARNT-208	Census
ARNT-201	Census
ARNT-202	Census
ATF1-204	Census
ATF1-201	Census
ATF1-205	Census
ATIC-201	Census
ATIC-205	Census
BCL3-201	Census
BMP5-201	Census
BRD3-203	Census
BRD3-202	Census
BRD3-201	Census
BTG2-202	Census
BTG2-201	Census
CALR-201	Census
CALR-204	Census
CALR-202	Census
CBLB-217	Census
CBLB-207	Census
CBLB-214	Census
CBLB-215	Census
CBLB-201	Census
CBLB-203	Census
CBLB-202	Census
CBLC-203	Census
CCNC-210	Census
CCNC-203	Census
CCNC-205	Census
CCNC-207	Census
CCNC-209	Census
CCR4-201	Census
CD28-201	Census
CD74-201	Census
CD74-202	Census
CD74-209	Census
CDK6-201	Census
CDK6-202	Census
CLP1-206	Census
CLP1-207	Census
CLP1-205	Census
CLP1-202	Census
CLP1-203	Census
CNBP-201	Census
CNBP-204	Census
CNBP-202	Census
DDR2-205	Census
DDR2-203	Census
DDR2-201	Census
DDR2-202	Census
DDX5-202	Census
DDX5-201	Census
DDX5-233	Census
DDX5-205	Census
DDX5-229	Census
DDX5-234	Census
DDX5-207	Census
DDX5-240	Census
DDX5-210	Census
DDX5-236	Census
DDX5-203	Census
DNM2-202	Census
DNM2-203	Census
DNM2-201	Census
DNM2-205	Census
DNM2-204	Census
ELK4-202	Census
ELK4-203	Census
ELK4-204	Census
ERC1-203	Census
ERC1-219	Census
ERC1-224	Census
ERC1-221	Census
ERC1-202	Census
ERC1-204	Census
ERC1-222	Census
ETV1-208	Census
ETV1-209	Census
ETV1-207	Census
ETV1-203	Census
ETV1-210	Census
ETV1-205	Census
ETV1-201	Census
ETV1-206	Census
ETV1-212	Census
EXT1-203	Census
EXT1-201	Census
FEN1-203	Census
FEN1-201	Census
FLI1-203	Census
FLI1-210	Census
FLI1-205	Census
FLI1-207	Census
FLNA-202	Census
FLNA-220	Census
FLNA-203	Census
FLNA-201	Census
GAS7-203	Census
GOPC-201	Census
GOPC-202	Census
GPC3-201	Census
GPC3-209	Census
GPC3-210	Census
GPC3-202	Census
GPC5-201	Census
GPHN-204	Census
GPHN-210	Census
GPHN-215	Census
GPHN-214	Census
GPHN-201	Census
GPHN-203	Census
GRM3-202	Census
GRM3-201	Census
GRM3-204	Census
HEY1-202	Census
HEY1-209	Census
HEY1-201	Census
KAT7-206	Census
KAT7-201	Census
KAT7-237	Census
KDSR-213	Census
KDSR-212	Census
KLF6-206	Census
KLK2-205	Census
KLK2-201	Census
KLK2-202	Census
KLK2-211	Census
KNL1-211	Census
KNL1-201	Census
KNL1-202	Census
KTN1-221	Census
KTN1-208	Census
KTN1-205	Census
KTN1-225	Census
LCP1-204	Census
LCP1-202	Census
LCP1-203	Census
LCP1-201	Census
LEF1-212	Census
LEF1-201	Census
LMNA-229	Census
LMNA-204	Census
LMNA-231	Census
LMNA-232	Census
LMNA-226	Census
LMNA-237	Census
LMNA-224	Census
LMNA-205	Census
LMNA-234	Census
LMNA-240	Census
LMNA-201	Census
LMO1-204	Census
LMO1-202	Census
LMO1-201	Census
LMO2-202	Census
LYL1-201	Census
MAFB-201	Census
MGMT-205	Census
MITF-202	Census
MITF-203	Census
MITF-216	Census
MITF-208	Census
MITF-217	Census
MLF1-208	Census
MLF1-218	Census
MLF1-209	Census
MLF1-205	Census
MLF1-220	Census
MLF1-206	Census
MLF1-207	Census
MLF1-219	Census
MLF1-203	Census
MLF1-202	Census
MLF1-201	Census
MLH1-227	Census
MLH1-201	Census
MLH1-213	Census
MLH1-203	Census
MLH1-210	Census
MLH1-237	Census
MNX1-201	Census
MSH2-208	Census
MSH2-204	Census
MSH2-206	Census
MSH2-209	Census
MSH2-207	Census
MSH2-205	Census
MSH2-202	Census
MSH2-201	Census
MSH6-206	Census
MSH6-203	Census
MSH6-212	Census
MSH6-202	Census
MSH6-219	Census
MSH6-201	Census
MSH6-217	Census
MSH6-211	Census
MSH6-204	Census
MUC4-218	Census
MUC4-209	Census
MUC4-215	Census
MYCL-202	Census
MYCL-204	Census
MYCL-203	Census
NAB2-201	Census
NACA-212	Census
NACA-207	Census
NACA-204	Census
NACA-219	Census
NACA-211	Census
NACA-201	Census
NACA-203	Census
NACA-226	Census
NACA-220	Census
NACA-223	Census
NACA-202	Census
NFIB-211	Census
NFIB-216	Census
NFIB-206	Census
NFIB-205	Census
NFIB-204	Census
NFIB-207	Census
NFIB-203	Census
NFIB-208	Census
NFIB-220	Census
NFIB-201	Census
NFIB-215	Census
NSD3-206	Census
NSD3-203	Census
NSD3-211	Census
NSD3-212	Census
NSD3-210	Census
NSD3-202	Census
PAX3-205	Census
PAX3-207	Census
PAX3-204	Census
PAX3-206	Census
PAX5-201	Census
PAX5-209	Census
PAX5-215	Census
PAX5-203	Census
PAX7-203	Census
PAX8-202	Census
PAX8-205	Census
PAX8-201	Census
PAX8-214	Census
PBX1-221	Census
PBX1-222	Census
PBX1-202	Census
PBX1-201	Census
PBX1-203	Census
PCM1-211	Census
PCM1-214	Census
PCM1-217	Census
PCM1-201	Census
PER1-211	Census
PER1-201	Census
PMS1-213	Census
PMS1-201	Census
PMS1-211	Census
PMS1-215	Census
POLG-213	Census
POLG-219	Census
POLG-201	Census
POLG-202	Census
POLG-217	Census
PRCC-201	Census
PTK6-201	Census
PTK6-202	Census
RHOH-215	Census
RHOH-216	Census
RHOH-214	Census
RHOH-209	Census
RHOH-217	Census
RHOH-201	Census
RHOH-207	Census
RHOH-203	Census
RHOH-210	Census
RHOH-208	Census
RHOH-202	Census
RHOH-206	Census
RHOH-204	Census
RHOH-211	Census
RMI2-201	Census
ROS1-201	Census
ROS1-202	Census
RPL5-202	Census
RPL5-204	Census
RPN1-201	Census
RPN1-202	Census
SBDS-206	Census
SBDS-208	Census
SBDS-211	Census
SBDS-201	Census
SBDS-202	Census
SBDS-213	Census
ENST00000651543	Census
SDHA-204	Census
SDHA-201	Census
SDHB-208	Census
SDHB-201	Census
SDHC-202	Census
SDHC-206	Census
SDHD-207	Census
SDHD-201	Census
SDHD-204	Census
SDHD-203	Census
SFPQ-201	Census
SFPQ-211	Census
SIX2-201	Census
SND1-201	Census
SOX2-201	Census
SS18-203	Census
SS18-205	Census
SSX1-201	Census
SUFU-202	Census
TAL1-201	Census
TAL1-206	Census
TAL1-202	Census
TAL2-201	Census
TCF3-207	Census
TCF3-209	Census
TCF3-220	Census
TCF3-211	Census
TCF3-201	Census
TERT-206	Census
TERT-201	Census
TFE3-204	Census
TFE3-201	Census
TFEB-217	Census
TFEB-212	Census
TFEB-203	Census
TFEB-204	Census
TFEB-209	Census
TFEB-216	Census
TFEB-215	Census
TFEB-208	Census
TFEB-213	Census
TFEB-205	Census
TFEB-202	Census
TFEB-210	Census
TFEB-201	Census
TFEB-206	Census
TFEB-211	Census
TFPT-202	Census
TFPT-203	Census
TFPT-204	Census
TFRC-204	Census
TFRC-202	Census
TFRC-222	Census
TFRC-225	Census
TFRC-223	Census
TFRC-216	Census
TFRC-233	Census
TFRC-201	Census
TLX1-201	Census
TLX1-203	Census
TLX3-201	Census
TPM3-224	Census
TPM3-222	Census
TPM4-235	Census
TPM4-217	Census
TPM4-218	Census
